Dosage,DosageFreq,Formulation_ Liquid,Formulation_Capsule ,Formulation_Cream,Formulation_Eyedrop,Formulation_Inhaler,Formulation_Liquid,Formulation_Ointment,Formulation_Other,Formulation_Others,Formulation_Spray,Formulation_Tablet,Brand_Names_,Drug_Name_
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Wal-itin D,Loratadine
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Genpril,Ibuprofen
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Buckley's Bedtime Formula,Diphenhydramine
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
0,2,0,0,0,0,0,0,0,0,0,1,0,Inzo,Miconazole
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
0,1,0,0,0,0,0,0,0,0,0,1,0,Tetterine,Miconazole
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Breo,Fluticasone
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Likmez,Metronidazole
0,2,0,0,0,0,0,0,1,0,0,0,0,Orapred,Prednisolone
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
0,3,0,0,0,0,0,0,0,0,0,1,0,Ting AF,Miconazole
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Beser,Fluticasone
0,1,0,0,0,0,0,0,1,0,0,0,0,Pred-G,Prednisolone
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Betacillin,Amoxicillin
0,3,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
0,3,0,0,0,0,0,0,0,0,0,1,0,Tetterine,Miconazole
0,2,0,0,0,0,0,0,0,1,0,0,0,Lotrisone,Clotrimazole
0,1,0,0,0,0,0,0,1,0,0,0,0,Surolan,Prednisolone
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Trimox,Amoxicillin
0,3,0,0,0,0,0,0,0,0,0,1,0,Ting AF,Miconazole
0,2,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Tavist Non-Sedating,Loratadine
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Amoxi Drop,Amoxicillin
0,1,0,0,0,0,0,0,0,0,0,1,0,Surolan,Miconazole
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Benadryl Allergy Plus Congestion,Diphenhydramine
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroCream,Metronidazole
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,1,0,0,0,0,0,0,1,0,0,0,0,Pred Mild,Prednisolone
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Clavacillin,Amoxicillin
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Rhinocort,Budesonide
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,1,0,0,0,0,0,0,0,1,0,0,0,Mometavet,Clotrimazole
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Caldolor,Ibuprofen
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
0,3,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Breyna,Budesonide
0,2,0,0,0,0,0,0,0,1,0,0,0,Tri-Otic for Canines,Clotrimazole
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
0,2,0,0,0,0,0,0,0,1,0,0,0,Motazol,Clotrimazole
0,1,0,0,0,0,0,0,1,0,0,0,0,Pred Forte,Prednisolone
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Febrol,Paracetamol
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Wal-Profen,Ibuprofen
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Entocort,Budesonide
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Paracip,Paracetamol
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Betacillin,Amoxicillin
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobi,Tobramycin
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
0,1,0,0,0,0,0,0,0,0,0,1,0,Micatin,Miconazole
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
0,2,0,0,0,0,0,0,1,0,0,0,0,Prednistab,Prednisolone
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Entocort,Budesonide
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Dolo,Paracetamol
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Entocort,Budesonide
0,3,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,ProAir,Salbutamol
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Febrol,Paracetamol
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
0,3,0,0,0,0,0,0,0,1,0,0,0,Mometavet,Clotrimazole
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Nasoflow,Fluticasone
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Breyna,Budesonide
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Aleve PM,Diphenhydramine
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,ProAir,Salbutamol
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Nuvessa,Metronidazole
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Advil,Ibuprofen
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Vandazole,Metronidazole
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Breyna,Budesonide
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Biomox,Amoxicillin
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,1,0,0,0,0,0,0,0,1,0,0,0,Alevazol,Clotrimazole
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Breztri,Budesonide
0,3,0,0,0,0,0,0,0,1,0,0,0,Aardora Anti-Fungal Maximum Strength,Clotrimazole
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Banophen,Diphenhydramine
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Loradamed,Loratadine
0,2,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Armonair,Fluticasone
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Wal-itin D,Loratadine
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Eohilia,Budesonide
0,1,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
0,3,0,0,0,0,0,0,1,0,0,0,0,Pediapred,Prednisolone
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
0,2,0,0,0,0,0,0,0,1,0,0,0,Dermatin,Clotrimazole
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Nasoflow,Fluticasone
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
0,1,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Ortikos,Budesonide
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobrex,Tobramycin
0,3,0,0,0,0,0,0,1,0,0,0,0,Blephamide,Prednisolone
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
0,1,0,0,0,0,0,0,0,1,0,0,0,Fungistat,Clotrimazole
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroCream,Metronidazole
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Genahist,Diphenhydramine
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Dymista,Fluticasone
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Nasopro 24,Fluticasone
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Amoxi Drop,Amoxicillin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Allerclear,Loratadine
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Dolo,Paracetamol
0,3,0,0,0,0,0,0,0,0,0,1,0,Oravig,Miconazole
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Claritin,Loratadine
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Dymista,Fluticasone
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobrex,Tobramycin
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Breztri,Budesonide
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Pylera,Metronidazole
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Dolo,Paracetamol
0,1,0,0,0,0,0,0,0,0,0,1,0,Ting AF,Miconazole
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Motrin PM,Ibuprofen
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Noritate,Metronidazole
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Wal-itin D,Loratadine
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Tylenol,Paracetamol
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,1,0,0,0,0,0,0,0,1,0,0,0,Dermatin,Clotrimazole
0,2,0,0,0,1,0,0,0,0,0,0,0,Tobi,Tobramycin
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Motrin PM,Diphenhydramine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Vicoprofen,Ibuprofen
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Tavist Non-Sedating,Loratadine
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Ibudone,Ibuprofen
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Talicia,Amoxicillin
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Ibuprohm,Ibuprofen
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Counteract IB,Ibuprofen
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
0,2,0,0,0,0,0,0,0,0,0,1,0,Desenex,Miconazole
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Vicoprofen,Ibuprofen
0,2,0,0,0,0,0,0,0,0,0,1,0,Monistat,Miconazole
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
0,3,0,0,0,0,0,0,1,0,0,0,0,MILLIPRED,Prednisolone
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Augmentin,Amoxicillin
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
0,2,0,0,0,0,0,0,1,0,0,0,0,Prednistab,Prednisolone
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobrex,Tobramycin
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Betacillin,Amoxicillin
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,1,0,0,0,0,0,0,0,1,0,0,0,Jock-Eze,Clotrimazole
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Wal-itin D,Loratadine
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Febrol,Paracetamol
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Noritate,Metronidazole
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Flagyl,Metronidazole
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
0,3,0,0,0,0,0,0,1,0,0,0,0,Surolan,Prednisolone
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
0,1,0,0,0,0,0,0,0,1,0,0,0,Lotrimin,Clotrimazole
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Allerclear,Loratadine
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Wal-vert,Loratadine
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Breyna,Budesonide
0,1,0,0,0,0,0,0,1,0,0,0,0,Pred Forte,Prednisolone
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Doans PM,Diphenhydramine
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Dolo,Paracetamol
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
0,1,0,0,0,0,0,0,0,1,0,0,0,Fungicure Solution,Clotrimazole
0,1,0,0,0,0,0,0,0,1,0,0,0,Tri-Otic for Canines,Clotrimazole
0,2,0,0,0,0,0,0,0,0,0,1,0,Desenex,Miconazole
0,2,0,0,0,0,0,0,0,0,0,1,0,Aloe Vesta Antifungal,Miconazole
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,3,0,0,0,1,0,0,0,0,0,0,0,Tobrex,Tobramycin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0,1,0,0,0,0,0,0,0,0,0,1,0,DermaFungal,Miconazole
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Tavist Non-Sedating,Loratadine
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Wixela,Fluticasone
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,1,0,0,0,0,0,0,0,1,0,0,0,LoZatom,Clotrimazole
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Nydamax,Metronidazole
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Rhinocort,Budesonide
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Xylon,Ibuprofen
0,1,0,0,0,0,0,0,1,0,0,0,0,MILLIPRED,Prednisolone
0,1,0,0,0,0,0,0,0,1,0,0,0,Fungicure Solution,Clotrimazole
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Flovent,Fluticasone
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0,2,0,0,0,0,0,0,0,1,0,0,0,Cruex Antifungal,Clotrimazole
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Breo,Fluticasone
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Talicia,Amoxicillin
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Biomox,Amoxicillin
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Pulmicort,Budesonide
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Nuvessa,Metronidazole
0,1,0,0,0,0,0,0,1,0,0,0,0,Prednistab,Prednisolone
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,1,0,0,0,0,0,0,0,1,0,0,0,Mometavet,Clotrimazole
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
0,3,0,0,0,0,0,0,0,0,0,1,0,Cruex Prescription Strength,Miconazole
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Loradamed,Loratadine
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Flovent,Fluticasone
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Breztri,Budesonide
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Neoprofen,Ibuprofen
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Tavist Non-Sedating,Loratadine
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Sleepinal,Diphenhydramine
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,1,0,0,0,0,0,0,0,1,0,0,0,Mometamax,Clotrimazole
0,3,0,0,0,1,0,0,0,0,0,0,0,Zylet,Tobramycin
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobi,Tobramycin
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Umbrellin,Amoxicillin
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Noritate,Metronidazole
0,1,0,0,0,0,0,0,0,0,0,1,0,Fungoid,Miconazole
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Entocort,Budesonide
0,3,0,0,0,1,0,0,0,0,0,0,0,Tobi,Tobramycin
0,2,0,0,0,0,0,0,1,0,0,0,0,Pred Forte,Prednisolone
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Amoxi-tabs,Amoxicillin
0,2,0,0,0,0,0,0,1,0,0,0,0,Blephamide,Prednisolone
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroCream,Metronidazole
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Talicia,Amoxicillin
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Duexis,Ibuprofen
